timestamp,direction,vehicle_count,density,green_time,event
2026-04-13T19:17:12.582738,N,24,Medium,4,NORMAL
2026-04-13T19:17:12.582774,S,29,Medium,4,NORMAL
2026-04-13T19:17:12.582796,E,24,Medium,26,NORMAL
2026-04-13T19:17:12.582982,W,32,Medium,26,NORMAL
2026-04-13T19:17:15.585763,N,37,Medium,1,NORMAL
2026-04-13T19:17:15.585797,S,37,Medium,1,NORMAL
2026-04-13T19:17:15.585813,E,22,Medium,26,NORMAL
2026-04-13T19:17:15.585827,W,25,Medium,26,NORMAL
2026-04-13T19:17:18.567525,N,30,Medium,26,NORMAL
2026-04-13T19:17:18.567553,S,28,Medium,26,NORMAL
2026-04-13T19:17:18.567568,E,37,Medium,25,NORMAL
2026-04-13T19:17:18.567581,W,34,Medium,25,NORMAL
2026-04-13T19:17:21.584446,N,16,Low,26,NORMAL
2026-04-13T19:17:21.584483,S,40,Medium,26,NORMAL
2026-04-13T19:17:21.584500,E,27,Medium,22,NORMAL
2026-04-13T19:17:21.584514,W,20,Low,22,NORMAL
2026-04-13T19:17:24.571343,N,32,Medium,26,NORMAL
2026-04-13T19:17:24.571382,S,36,Medium,26,NORMAL
2026-04-13T19:17:24.571398,E,32,Medium,19,NORMAL
2026-04-13T19:17:24.571410,W,39,Medium,19,NORMAL
2026-04-13T19:17:27.569787,N,21,Medium,26,NORMAL
2026-04-13T19:17:27.569819,S,27,Medium,26,NORMAL
2026-04-13T19:17:27.569844,E,73,High,25,ACCIDENT
2026-04-13T19:17:27.569857,W,18,Low,25,NORMAL
2026-04-13T19:17:30.568296,N,37,Medium,26,NORMAL
2026-04-13T19:17:30.568323,S,32,Medium,26,NORMAL
2026-04-13T19:17:30.568343,E,21,Medium,13,NORMAL
2026-04-13T19:17:30.568353,W,35,Medium,13,NORMAL
2026-04-13T19:17:33.570118,N,23,Medium,26,NORMAL
2026-04-13T19:17:33.570156,S,29,Medium,26,NORMAL
2026-04-13T19:17:33.570531,E,29,Medium,10,NORMAL
2026-04-13T19:17:33.570559,W,38,Medium,10,NORMAL
2026-04-13T19:17:36.561782,N,19,Low,26,NORMAL
2026-04-13T19:17:36.561811,S,26,Medium,26,NORMAL
2026-04-13T19:17:36.561828,E,59,High,17,ACCIDENT
2026-04-13T19:17:36.561839,W,22,Medium,17,NORMAL
2026-04-13T19:17:39.560784,N,60,High,35,ACCIDENT
2026-04-13T19:17:39.560808,S,37,Medium,35,NORMAL
2026-04-13T19:17:39.560821,E,28,Medium,5,NORMAL
2026-04-13T19:17:39.560832,W,27,Medium,5,NORMAL
2026-04-13T19:17:42.562799,N,40,Medium,26,NORMAL
2026-04-13T19:17:42.562877,S,18,Low,26,NORMAL
2026-04-13T19:17:42.562906,E,28,Medium,2,NORMAL
2026-04-13T19:17:42.562929,W,33,Medium,2,NORMAL
2026-04-13T19:17:44.753236,N,22,Medium,0,NORMAL
2026-04-13T19:17:44.753263,S,35,Medium,0,NORMAL
2026-04-13T19:17:44.753275,E,36,Medium,0,NORMAL
2026-04-13T19:17:44.753285,W,19,Low,90,NORMAL
2026-04-13T19:17:45.565118,N,37,Medium,0,NORMAL
2026-04-13T19:17:45.565155,S,38,Medium,0,NORMAL
2026-04-13T19:17:45.565171,E,39,Medium,0,NORMAL
2026-04-13T19:17:45.565184,W,29,Medium,90,NORMAL
2026-04-13T19:17:48.567904,N,40,Medium,0,NORMAL
2026-04-13T19:17:48.567937,S,18,Low,0,NORMAL
2026-04-13T19:17:48.567951,E,33,Medium,0,NORMAL
2026-04-13T19:17:48.567963,W,29,Medium,90,NORMAL
2026-04-13T19:17:51.559632,N,32,Medium,0,NORMAL
2026-04-13T19:17:51.559656,S,18,Low,0,NORMAL
2026-04-13T19:17:51.559669,E,27,Medium,0,NORMAL
2026-04-13T19:17:51.559681,W,31,Medium,90,NORMAL
2026-04-13T19:17:52.022017,N,30,Medium,90,NORMAL
2026-04-13T19:17:52.022046,S,19,Low,0,NORMAL
2026-04-13T19:17:52.022061,E,24,Medium,0,NORMAL
2026-04-13T19:17:52.022073,W,39,Medium,0,NORMAL
2026-04-13T19:17:54.558950,N,17,Low,90,NORMAL
2026-04-13T19:17:54.558978,S,33,Medium,0,NORMAL
2026-04-13T19:17:54.558992,E,31,Medium,0,NORMAL
2026-04-13T19:17:54.559004,W,20,Low,0,NORMAL
2026-04-13T19:17:57.562238,N,28,Medium,90,NORMAL
2026-04-13T19:17:57.562264,S,31,Medium,0,NORMAL
2026-04-13T19:17:57.562277,E,36,Medium,0,NORMAL
2026-04-13T19:17:57.562289,W,22,Medium,0,NORMAL
2026-04-13T19:18:00.561672,N,29,Medium,90,NORMAL
2026-04-13T19:18:00.561698,S,32,Medium,0,NORMAL
2026-04-13T19:18:00.561711,E,27,Medium,0,NORMAL
2026-04-13T19:18:00.561723,W,40,Medium,0,NORMAL
2026-04-13T19:18:02.815283,N,31,Medium,25,NORMAL
2026-04-13T19:18:02.815335,S,24,Medium,25,NORMAL
2026-04-13T19:18:02.815350,E,17,Low,26,NORMAL
2026-04-13T19:18:02.815363,W,37,Medium,26,NORMAL
2026-04-13T19:18:03.561454,N,21,Medium,25,NORMAL
2026-04-13T19:18:03.561485,S,34,Medium,25,NORMAL
2026-04-13T19:18:03.561498,E,17,Low,26,NORMAL
2026-04-13T19:18:03.561510,W,33,Medium,26,NORMAL
2026-04-13T19:18:06.570499,N,32,Medium,22,NORMAL
2026-04-13T19:18:06.570517,S,25,Medium,22,NORMAL
2026-04-13T19:18:06.570524,E,16,Low,26,NORMAL
2026-04-13T19:18:06.570529,W,33,Medium,26,NORMAL
2026-04-13T19:18:09.570820,N,18,Low,19,NORMAL
2026-04-13T19:18:09.570855,S,27,Medium,19,NORMAL
2026-04-13T19:18:09.570870,E,28,Medium,26,NORMAL
2026-04-13T19:18:09.570883,W,22,Medium,26,NORMAL
2026-04-13T19:18:12.567490,N,31,Medium,16,NORMAL
2026-04-13T19:18:12.567507,S,44,Medium,16,ACCIDENT
2026-04-13T19:18:12.567513,E,39,Medium,26,NORMAL
2026-04-13T19:18:12.567519,W,28,Medium,26,NORMAL
2026-04-13T19:18:15.566165,N,38,Medium,13,NORMAL
2026-04-13T19:18:15.566192,S,16,Low,13,NORMAL
2026-04-13T19:18:15.566205,E,23,Medium,26,NORMAL
2026-04-13T19:18:15.566217,W,23,Medium,26,NORMAL
2026-04-13T19:18:18.582533,N,16,Low,10,NORMAL
2026-04-13T19:18:18.582559,S,37,Medium,10,NORMAL
2026-04-13T19:18:18.582572,E,37,Medium,26,NORMAL
2026-04-13T19:18:18.582584,W,29,Medium,26,NORMAL
2026-04-13T19:18:21.572136,N,18,Low,7,NORMAL
2026-04-13T19:18:21.572163,S,24,Medium,7,NORMAL
2026-04-13T19:18:21.572176,E,33,Medium,26,NORMAL
2026-04-13T19:18:21.572187,W,30,Medium,26,NORMAL
2026-04-13T19:18:24.571583,N,21,Medium,4,NORMAL
2026-04-13T19:18:24.571609,S,34,Medium,4,NORMAL
2026-04-13T19:18:24.571622,E,29,Medium,26,NORMAL
2026-04-13T19:18:24.571634,W,27,Medium,26,NORMAL
2026-04-13T19:18:27.562902,N,33,Medium,1,NORMAL
2026-04-13T19:18:27.562928,S,31,Medium,1,NORMAL
2026-04-13T19:18:27.562942,E,16,Low,26,NORMAL
2026-04-13T19:18:27.562953,W,29,Medium,26,NORMAL
2026-04-13T19:18:30.562514,N,18,Low,26,NORMAL
2026-04-13T19:18:30.562543,S,33,Medium,26,NORMAL
2026-04-13T19:18:30.562557,E,34,Medium,25,NORMAL
2026-04-13T19:18:30.562570,W,32,Medium,25,NORMAL
2026-04-13T19:18:33.570188,N,38,Medium,26,NORMAL
2026-04-13T19:18:33.570215,S,25,Medium,26,NORMAL
2026-04-13T19:18:33.570228,E,21,Medium,22,NORMAL
2026-04-13T19:18:33.570239,W,37,Medium,22,NORMAL
2026-04-13T19:18:36.562488,N,30,Medium,26,NORMAL
2026-04-13T19:18:36.562512,S,20,Low,26,NORMAL
2026-04-13T19:18:36.562523,E,26,Medium,20,NORMAL
2026-04-13T19:18:36.562532,W,15,Low,20,NORMAL
2026-04-13T19:18:39.569520,N,19,Low,26,NORMAL
2026-04-13T19:18:39.569546,S,23,Medium,26,NORMAL
2026-04-13T19:18:39.569559,E,32,Medium,16,NORMAL
2026-04-13T19:18:39.569571,W,26,Medium,16,NORMAL
2026-04-13T19:18:42.566383,N,30,Medium,26,NORMAL
2026-04-13T19:18:42.566421,S,24,Medium,26,NORMAL
2026-04-13T19:18:42.566437,E,25,Medium,13,NORMAL
2026-04-13T19:18:42.566452,W,32,Medium,13,NORMAL
2026-04-13T19:18:45.587482,N,38,Medium,26,NORMAL
2026-04-13T19:18:45.587823,S,25,Medium,26,NORMAL
2026-04-13T19:18:45.587849,E,33,Medium,10,NORMAL
2026-04-13T19:18:45.587866,W,40,Medium,10,NORMAL
2026-04-13T19:18:48.610778,N,17,Low,26,NORMAL
2026-04-13T19:18:48.610822,S,40,Medium,26,NORMAL
2026-04-13T19:18:48.610839,E,40,Medium,7,NORMAL
2026-04-13T19:18:48.610855,W,33,Medium,7,NORMAL
2026-04-13T19:18:51.563559,N,32,Medium,26,NORMAL
2026-04-13T19:18:51.563587,S,40,Medium,26,NORMAL
2026-04-13T19:18:51.563600,E,28,Medium,4,NORMAL
2026-04-13T19:18:51.563611,W,20,Low,4,NORMAL
2026-04-13T19:18:54.577021,N,24,Medium,26,NORMAL
2026-04-13T19:18:54.577095,S,25,Medium,26,NORMAL
2026-04-13T19:18:54.577113,E,40,Medium,1,NORMAL
2026-04-13T19:18:54.577126,W,34,Medium,1,NORMAL
2026-04-13T19:18:58.129413,N,31,Medium,25,NORMAL
2026-04-13T19:18:58.129447,S,23,Medium,25,NORMAL
2026-04-13T19:18:58.129456,E,40,Medium,26,NORMAL
2026-04-13T19:18:58.129463,W,31,Medium,26,NORMAL
2026-04-13T19:19:01.127470,N,34,Medium,23,NORMAL
2026-04-13T19:19:01.127482,S,39,Medium,23,NORMAL
2026-04-13T19:19:01.127487,E,36,Medium,26,NORMAL
2026-04-13T19:19:01.127492,W,35,Medium,26,NORMAL
2026-04-13T19:19:04.130443,N,27,Medium,19,NORMAL
2026-04-13T19:19:04.130472,S,36,Medium,19,NORMAL
2026-04-13T19:19:04.130487,E,31,Medium,26,NORMAL
2026-04-13T19:19:04.130501,W,25,Medium,26,NORMAL
2026-04-13T19:19:07.124916,N,18,Low,17,NORMAL
2026-04-13T19:19:07.124933,S,26,Medium,17,NORMAL
2026-04-13T19:19:07.124939,E,16,Low,26,NORMAL
2026-04-13T19:19:07.124947,W,38,Medium,26,NORMAL
2026-04-15T16:06:40.088941,N,31,Medium,18,NORMAL
2026-04-15T16:06:40.088963,S,36,Medium,18,NORMAL
2026-04-15T16:06:40.089011,E,18,Low,26,NORMAL
2026-04-15T16:06:40.089018,W,25,Medium,26,NORMAL
2026-04-15T16:06:43.090477,N,32,Medium,15,NORMAL
2026-04-15T16:06:43.090554,S,38,Medium,15,NORMAL
2026-04-15T16:06:43.090561,E,18,Low,26,NORMAL
2026-04-15T16:06:43.090566,W,39,Medium,26,NORMAL
2026-04-15T16:06:46.107176,N,40,Medium,12,NORMAL
2026-04-15T16:06:46.107207,S,38,Medium,12,NORMAL
2026-04-15T16:06:46.107221,E,34,Medium,26,NORMAL
2026-04-15T16:06:46.107236,W,19,Low,26,NORMAL
2026-04-15T16:06:49.106749,N,23,Medium,9,NORMAL
2026-04-15T16:06:49.106765,S,31,Medium,9,NORMAL
2026-04-15T16:06:49.106770,E,39,Medium,26,NORMAL
2026-04-15T16:06:49.106775,W,36,Medium,26,NORMAL
2026-04-15T16:06:52.098293,N,35,Medium,6,NORMAL
2026-04-15T16:06:52.098315,S,23,Medium,6,NORMAL
2026-04-15T16:06:52.098324,E,32,Medium,26,NORMAL
